"Sens Factor =-1.663dB, SERNO: 7164376"
10.054	-4.4537
10.179	-4.2927
10.306	-4.1348
10.434	-3.9802
10.564	-3.8287
10.696	-3.6803
10.829	-3.5351
10.964	-3.3929
11.1	-3.2537
11.238	-3.1175
11.378	-2.9843
11.52	-2.8540
11.663	-2.7267
11.809	-2.6022
11.956	-2.4805
12.104	-2.3616
12.255	-2.2456
12.408	-2.1322
12.562	-2.0216
12.718	-1.9136
12.877	-1.8083
13.037	-1.7056
13.199	-1.6055
13.364	-1.5079
13.53	-1.4128
13.698	-1.3202
13.869	-1.2301
14.042	-1.1424
14.216	-1.0570
14.393	-0.9741
14.573	-0.8934
14.754	-0.8150
14.938	-0.7389
15.124	-0.6650
15.312	-0.5933
15.503	-0.5238
15.696	-0.4564
15.891	-0.3911
16.089	-0.3278
16.289	-0.2666
16.492	-0.2074
16.697	-0.1502
16.905	-0.0948
17.115	-0.0414
17.328	0.0101
17.544	0.0598
17.763	0.1077
17.984	0.1539
18.208	0.1983
18.434	0.2409
18.664	0.2819
18.896	0.3213
19.131	0.3590
19.369	0.3952
19.611	0.4298
19.855	0.4629
20.102	0.4946
20.352	0.5247
20.605	0.5535
20.862	0.5809
21.122	0.6069
21.385	0.6316
21.651	0.6550
21.92	0.6771
22.193	0.6980
22.47	0.7178
22.749	0.7363
23.032	0.7538
23.319	0.7701
23.609	0.7854
23.903	0.7996
24.201	0.8129
24.502	0.8252
24.807	0.8365
25.116	0.8469
25.429	0.8565
25.745	0.8653
26.066	0.8732
26.39	0.8803
26.719	0.8867
27.051	0.8925
27.388	0.8975
27.729	0.9019
28.074	0.9056
28.424	0.9088
28.778	0.9115
29.136	0.9136
29.499	0.9152
29.866	0.9164
30.238	0.9172
30.614	0.9176
30.995	0.9176
31.381	0.9173
31.772	0.9167
32.167	0.9159
32.568	0.9148
32.973	0.9136
33.383	0.9121
33.799	0.9106
34.22	0.9089
34.646	0.9072
35.077	0.9055
35.514	0.9041
35.956	0.9025
36.403	0.9007
36.857	0.8987
37.315	0.8968
37.78	0.8948
38.25	0.8927
38.726	0.8906
39.209	0.8882
39.697	0.8853
40.191	0.8818
40.691	0.8776
41.198	0.8729
41.711	0.8678
42.23	0.8626
42.756	0.8575
43.288	0.8525
43.827	0.8477
44.372	0.8430
44.925	0.8383
45.484	0.8336
46.05	0.8287
46.623	0.8235
47.204	0.8181
47.791	0.8122
48.386	0.8059
48.989	0.7990
49.599	0.7917
50.216	0.7840
50.841	0.7758
51.474	0.7674
52.115	0.7585
52.764	0.7493
53.42	0.7397
54.085	0.7297
54.759	0.7197
55.44	0.7097
56.131	0.7001
56.829	0.6908
57.537	0.6821
58.253	0.6740
58.978	0.6666
59.712	0.6598
60.456	0.6534
61.208	0.6474
61.97	0.6416
62.742	0.6360
63.523	0.6304
64.314	0.6249
65.114	0.6195
65.925	0.6146
66.745	0.6102
67.576	0.6064
68.418	0.6029
69.269	0.5998
70.132	0.5967
71.005	0.5935
71.889	0.5900
72.784	0.5864
73.69	0.5826
74.607	0.5787
75.536	0.5748
76.476	0.5710
77.428	0.5672
78.392	0.5637
79.368	0.5603
80.356	0.5572
81.356	0.5544
82.369	0.5518
83.394	0.5497
84.433	0.5478
85.484	0.5461
86.548	0.5446
87.625	0.5433
88.716	0.5421
89.82	0.5409
90.939	0.5396
92.071	0.5380
93.217	0.5359
94.377	0.5334
95.552	0.5303
96.742	0.5265
97.946	0.5221
99.165	0.5172
100.4	0.5117
101.65	0.5058
102.915	0.4996
104.196	0.4932
105.493	0.4868
106.806	0.4804
108.136	0.4741
109.482	0.4682
110.845	0.4626
112.225	0.4575
113.622	0.4529
115.037	0.4489
116.469	0.4454
117.919	0.4424
119.386	0.4400
